2019-06-14 08:42:37,076 - MainProcess[MainThread] - BrowserManager       - DEBUG   : BROWSER 1: Spawn attempt 0 
2019-06-14 08:42:38,712 - MainProcess[MainThread] - deploy_firefox       - DEBUG   : BROWSER 1: OpenWPM Firefox extension loaded
2019-06-14 08:42:42,322 - MainProcess[MainThread] - BaseAggregator       - DEBUG   : Status update; current record queue size: 0
2019-06-14 08:42:47,372 - MainProcess[MainThread] - BaseAggregator       - DEBUG   : Status update; current record queue size: 0
2019-06-14 08:42:51,290 - MainProcess[log-interceptor-1] - selenium_firefox     - DEBUG   : BROWSER 1: driver: 1560476560376	geckodriver	INFO	Listening on 127.0.0.1:48287
2019-06-14 08:42:51,293 - MainProcess[log-interceptor-1] - selenium_firefox     - DEBUG   : BROWSER 1: driver: 1560476562588	mozprofile::profile	INFO	Using profile path /tmp/rust_mozprofile.GR3u4IwEzh5X
2019-06-14 08:42:51,294 - MainProcess[log-interceptor-1] - selenium_firefox     - DEBUG   : BROWSER 1: driver: 1560476562608	geckodriver::marionette	INFO	Starting browser /home/huyvo/Documents/openwpm/firefox-bin/firefox-bin with args []
2019-06-14 08:42:51,294 - MainProcess[log-interceptor-1] - selenium_firefox     - DEBUG   : BROWSER 1: driver: 1560476562794	geckodriver::marionette	INFO	Connecting to Marionette on localhost:44925
2019-06-14 08:42:51,294 - MainProcess[log-interceptor-1] - selenium_firefox     - DEBUG   : BROWSER 1: driver: 1560476570218	addons.manager	DEBUG	Application has been upgraded
2019-06-14 08:42:51,294 - MainProcess[log-interceptor-1] - selenium_firefox     - DEBUG   : BROWSER 1: driver: 1560476570398	addons.manager	DEBUG	Loaded provider scope for resource://gre/modules/addons/XPIProvider.jsm: ["XPIProvider"]
2019-06-14 08:42:51,295 - MainProcess[log-interceptor-1] - selenium_firefox     - DEBUG   : BROWSER 1: driver: 1560476570402	addons.manager	DEBUG	Loaded provider scope for resource://gre/modules/LightweightThemeManager.jsm: ["LightweightThemeManager"]
2019-06-14 08:42:51,295 - MainProcess[log-interceptor-1] - selenium_firefox     - DEBUG   : BROWSER 1: driver: 1560476570430	addons.manager	DEBUG	Loaded provider scope for resource://gre/modules/addons/GMPProvider.jsm
